employer,notice_date,number_of_employees_affected,warn_type,city,zip,lwib_area,address,record_number,detail_page_url
DSWK,"Jan 17, 2003",6,Non-WARN,,,1 - Workforce Investment Area I,,468,https://www.kansasworks.com/search/warn_lookups/468
Raytheon AIrcraft,"Jan 22, 2003",22,Non-WARN,,,1 - Workforce Investment Area I,,469,https://www.kansasworks.com/search/warn_lookups/469
Kansas Childrens Service League,"Jan 10, 2003",,Non-WARN,,,2 - Workforce Investment Area II,,470,https://www.kansasworks.com/search/warn_lookups/470
Bombardier/Learjet,"Jan 30, 2003",8,WARN,,,4 - Workforce Investment Area IV,,473,https://www.kansasworks.com/search/warn_lookups/473
Verizon Wireless,"Feb 05, 2003",116,WARN,,,3 - Workforce Investment Area III,,474,https://www.kansasworks.com/search/warn_lookups/474
SRS,"Jan 31, 2003",15,Non-WARN,,,1 - Workforce Investment Area I,,475,https://www.kansasworks.com/search/warn_lookups/475
Everest Connections,"Feb 07, 2003",,WARN,,,3 - Workforce Investment Area III,,476,https://www.kansasworks.com/search/warn_lookups/476
Lucent Technologies,"Feb 11, 2003",1,WARN,,,3 - Workforce Investment Area III,,477,https://www.kansasworks.com/search/warn_lookups/477
Boeing Company,"Feb 17, 2003",16,WARN,,,4 - Workforce Investment Area IV,,478,https://www.kansasworks.com/search/warn_lookups/478
Raytheon Aircraft,"Feb 07, 2003",16,Non-WARN,,,1 - Workforce Investment Area I,,479,https://www.kansasworks.com/search/warn_lookups/479
Blue Cross/Blue Shield,"May 15, 2002",3,Non-WARN,,,4 - Workforce Investment Area IV,,350,https://www.kansasworks.com/search/warn_lookups/350
LIBERTY REGIONAL AREA MARKETS (LRAM),"Jan 04, 2002",50,Non-WARN,,,3 - Workforce Investment Area III,8735 ROSEHILL RD,145,https://www.kansasworks.com/search/warn_lookups/145
Eldorado National Inc.,"Jan 25, 2002",38,Non-WARN,,,1 - Workforce Investment Area I,,147,https://www.kansasworks.com/search/warn_lookups/147
Tyco Capital Corporation,"Feb 01, 2002",40,WARN,,,3 - Workforce Investment Area III,,161,https://www.kansasworks.com/search/warn_lookups/161
Marc Industries,"Feb 14, 2002",23,Non-WARN,,,3 - Workforce Investment Area III,,162,https://www.kansasworks.com/search/warn_lookups/162
Master Machine Inc.,"Feb 08, 2002",,Non-WARN,,,1 - Workforce Investment Area I,,166,https://www.kansasworks.com/search/warn_lookups/166
GMAC,"Feb 19, 2002",6,Non-WARN,,,3 - Workforce Investment Area III,,169,https://www.kansasworks.com/search/warn_lookups/169
CNA INSURANCE,"Feb 06, 2002",89,WARN,,,3 - Workforce Investment Area III,,170,https://www.kansasworks.com/search/warn_lookups/170
THERM-L-TEC INDUSTRIES,"Feb 04, 2002",35,Non-WARN,,,3 - Workforce Investment Area III,,173,https://www.kansasworks.com/search/warn_lookups/173
VECTRON INTERNATIONAL,"Feb 25, 2002",,WARN,,,3 - Workforce Investment Area III,,176,https://www.kansasworks.com/search/warn_lookups/176
EFTC Midwest Facility,"Feb 06, 2002",15,WARN,,,2 - Workforce Investment Area II,,181,https://www.kansasworks.com/search/warn_lookups/181
HOBART CORPORATION,"Feb 25, 2002",190,WARN,,,3 - Workforce Investment Area III,,190,https://www.kansasworks.com/search/warn_lookups/190
"Great Bend Manufacturing Co. - Div. of Bush Hog, L","Feb 21, 2002",80,WARN,,,1 - Workforce Investment Area I,,191,https://www.kansasworks.com/search/warn_lookups/191
"Quinstar Equipment Co, LP","Mar 14, 2002",,Non-WARN,,,1 - Workforce Investment Area I,,192,https://www.kansasworks.com/search/warn_lookups/192
Goodwill Industries Easter Seal,"Mar 11, 2002",6,Non-WARN,,,1 - Workforce Investment Area I,,196,https://www.kansasworks.com/search/warn_lookups/196
Modine Mfg,"Mar 21, 2002",80,WARN,,,5 - Workforce Investment Area V,,199,https://www.kansasworks.com/search/warn_lookups/199
"Genmar Manufacturing of Kansas, L.L.C.","Mar 18, 2002",119,WARN,,,2 - Workforce Investment Area II,,200,https://www.kansasworks.com/search/warn_lookups/200
K-Mart,"Mar 12, 2002",,Non-WARN,,,2 - Workforce Investment Area II,,201,https://www.kansasworks.com/search/warn_lookups/201
Farmland Industries-Lawrence,"Jan 10, 2002",54,WARN,,,2 - Workforce Investment Area II,,209,https://www.kansasworks.com/search/warn_lookups/209
Ottawa Truck,"Jan 09, 2002",40,Non-WARN,,,2 - Workforce Investment Area II,,210,https://www.kansasworks.com/search/warn_lookups/210
"Hill's Pet Nutrition, Inc. and Subsidiaries","Jan 18, 2002",27,WARN,,,2 - Workforce Investment Area II,,212,https://www.kansasworks.com/search/warn_lookups/212
Burlington Northern Santa Fe Railway,"Feb 21, 2002",,WARN,,,2 - Workforce Investment Area II,,227,https://www.kansasworks.com/search/warn_lookups/227
Spiegel Group Telemarketing Service Inc.,"Mar 12, 2002",670,WARN,,,4 - Workforce Investment Area IV,same,291,https://www.kansasworks.com/search/warn_lookups/291
Wenger Louis Mfg Co,"Jan 07, 2002",45,Non-WARN,,,2 - Workforce Investment Area II,,266,https://www.kansasworks.com/search/warn_lookups/266
UCB Films,"Feb 05, 2002",20,Non-WARN,,,2 - Workforce Investment Area II,,268,https://www.kansasworks.com/search/warn_lookups/268
Andrew Corp,"Apr 18, 2001",25,Non-WARN,,,5 - Workforce Investment Area V,,57,https://www.kansasworks.com/search/warn_lookups/57
Cessna of Independence,"May 21, 2001",250,Non-WARN,,,5 - Workforce Investment Area V,,58,https://www.kansasworks.com/search/warn_lookups/58
Food 4 Less,"Sep 26, 2001",40,Non-WARN,,,5 - Workforce Investment Area V,,61,https://www.kansasworks.com/search/warn_lookups/61
PKM Steel Services,"Nov 30, 2001",10,Non-WARN,,,1 - Workforce Investment Area I,,65,https://www.kansasworks.com/search/warn_lookups/65
Country General,"Nov 01, 2001",8,Non-WARN,,,1 - Workforce Investment Area I,,72,https://www.kansasworks.com/search/warn_lookups/72
Country General,"Nov 01, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,73,https://www.kansasworks.com/search/warn_lookups/73
Country General,"Nov 01, 2001",12,Non-WARN,,,1 - Workforce Investment Area I,,76,https://www.kansasworks.com/search/warn_lookups/76
"Alltell Communications , Inc.","Mar 05, 2001",35,WARN,,,1 - Workforce Investment Area I,,77,https://www.kansasworks.com/search/warn_lookups/77
Eaton Corporation,"Apr 03, 2001",51,Non-WARN,,,1 - Workforce Investment Area I,,78,https://www.kansasworks.com/search/warn_lookups/78
IFH Deluxe Tank Manufacturing Co.,"Mar 09, 2001",,WARN,,,1 - Workforce Investment Area I,,79,https://www.kansasworks.com/search/warn_lookups/79
Morning Star Ministries Inc.,"Apr 16, 2001",37,Non-WARN,,,1 - Workforce Investment Area I,,80,https://www.kansasworks.com/search/warn_lookups/80
The Holland Company,"Nov 16, 2001",19,Non-WARN,,,1 - Workforce Investment Area I,,83,https://www.kansasworks.com/search/warn_lookups/83
McNally Mfg.,"Dec 04, 2001",62,WARN,,,5 - Workforce Investment Area V,,84,https://www.kansasworks.com/search/warn_lookups/84
Cessna of Independence,"Oct 24, 2001",,WARN,,,5 - Workforce Investment Area V,,87,https://www.kansasworks.com/search/warn_lookups/87
Dillions Grocery,"Nov 20, 2001",45,WARN,,,5 - Workforce Investment Area V,,93,https://www.kansasworks.com/search/warn_lookups/93
Andrews McMeel Publishing,"Nov 01, 2001",133,WARN,,,3 - Workforce Investment Area III,,94,https://www.kansasworks.com/search/warn_lookups/94
Convergent Label Technology,"Nov 05, 2001",213,WARN,,,3 - Workforce Investment Area III,,100,https://www.kansasworks.com/search/warn_lookups/100
Northern Reflections,"Apr 25, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,101,https://www.kansasworks.com/search/warn_lookups/101
Eaton Corporation,"Apr 17, 2001",18,Non-WARN,,,1 - Workforce Investment Area I,,102,https://www.kansasworks.com/search/warn_lookups/102
"ASF-Keystone, Inc.","Mar 16, 2001",69,WARN,,,1 - Workforce Investment Area I,,103,https://www.kansasworks.com/search/warn_lookups/103
"Heartland Wheat Growers, L.P.","May 01, 2001",53,WARN,,,1 - Workforce Investment Area I,,104,https://www.kansasworks.com/search/warn_lookups/104
APAC Customer Service,"Jun 14, 2001",,Non-WARN,,,1 - Workforce Investment Area I,,105,https://www.kansasworks.com/search/warn_lookups/105
Great Bend Industries(Kaydon Corp.),"Aug 10, 2001",17,Non-WARN,,,1 - Workforce Investment Area I,,106,https://www.kansasworks.com/search/warn_lookups/106
Raytheon Aircraft Co.,"Aug 16, 2001",36,Non-WARN,,,1 - Workforce Investment Area I,,107,https://www.kansasworks.com/search/warn_lookups/107
Western Auto Cooperation,"Jul 31, 2001",7,Non-WARN,,,1 - Workforce Investment Area I,,109,https://www.kansasworks.com/search/warn_lookups/109
Southern Education Council,"Jan 11, 2000",39,WARN,,,1 - Workforce Investment Area I,,4,https://www.kansasworks.com/search/warn_lookups/4
"Marconi Precision Aerostructures, Inc.","Jan 04, 2000",84,Non-WARN,,,4 - Workforce Investment Area IV,,6,https://www.kansasworks.com/search/warn_lookups/6
Summerfield Hotel Corp.,"Jan 18, 2000",80,Non-WARN,,,4 - Workforce Investment Area IV,,7,https://www.kansasworks.com/search/warn_lookups/7
Charter Behavioral Health System,"Jan 28, 2000",100,Non-WARN,,,4 - Workforce Investment Area IV,,10,https://www.kansasworks.com/search/warn_lookups/10
Parkview Passages Residential Treatment Center,"Jan 28, 2000",71,WARN,,,2 - Workforce Investment Area II,,11,https://www.kansasworks.com/search/warn_lookups/11
"Tweco Products, Inc.","Jan 28, 2000",,Non-WARN,,,4 - Workforce Investment Area IV,,14,https://www.kansasworks.com/search/warn_lookups/14
"KanTel, Diamond Home Services, Inc.","Feb 01, 2000",160,Non-WARN,,,2 - Workforce Investment Area II,,28,https://www.kansasworks.com/search/warn_lookups/28
"Associated Wholesale Grocers, Inc.","Feb 02, 2000",687,WARN,,,3 - Workforce Investment Area III,5000 Kansas Avenue,29,https://www.kansasworks.com/search/warn_lookups/29
Halstead Hospital,"Feb 14, 2000",181,WARN,,,1 - Workforce Investment Area I,,32,https://www.kansasworks.com/search/warn_lookups/32
Boeing,"Jan 17, 2000",,WARN,,,4 - Workforce Investment Area IV,,38,https://www.kansasworks.com/search/warn_lookups/38
Koch Industries,"Jan 14, 2000",1000,Non-WARN,,,4 - Workforce Investment Area IV,,39,https://www.kansasworks.com/search/warn_lookups/39
Airosol,"Jul 24, 2000",25,Non-WARN,,,5 - Workforce Investment Area V,,42,https://www.kansasworks.com/search/warn_lookups/42
Dana Engine Controls,"Aug 26, 2000",50,Non-WARN,,,5 - Workforce Investment Area V,,43,https://www.kansasworks.com/search/warn_lookups/43
Midland Credit Manaagement,"Jun 14, 2000",,WARN,,,1 - Workforce Investment Area I,,46,https://www.kansasworks.com/search/warn_lookups/46
"KEY Industries, Inc.","May 01, 2000",,WARN,,,1 - Workforce Investment Area I,,47,https://www.kansasworks.com/search/warn_lookups/47
Birch Telecom of Kansas,"Nov 11, 2000",36,Non-WARN,,,5 - Workforce Investment Area V,,48,https://www.kansasworks.com/search/warn_lookups/48
Camptown Greyhound Park,"Nov 15, 2000",75,Non-WARN,,,5 - Workforce Investment Area V,,51,https://www.kansasworks.com/search/warn_lookups/51
Cobalt Boats,"Nov 09, 2000",35,Non-WARN,,,5 - Workforce Investment Area V,,54,https://www.kansasworks.com/search/warn_lookups/54
Didde Web Press,"Dec 15, 2000",,Non-WARN,,,5 - Workforce Investment Area V,,55,https://www.kansasworks.com/search/warn_lookups/55
Carl's Jr.,"Dec 28, 2000",35,Non-WARN,,,5 - Workforce Investment Area V,,56,https://www.kansasworks.com/search/warn_lookups/56
ConAgra Beef Co.,"Dec 26, 2000",1924,Non-WARN,,,1 - Workforce Investment Area I,,164,https://www.kansasworks.com/search/warn_lookups/164
The Menninger Clinic,"Dec 28, 2000",900,WARN,,,2 - Workforce Investment Area II,5800 SW 6th/3630 SW Burlingam Rd,273,https://www.kansasworks.com/search/warn_lookups/273
Mercantile Stores West,"Jul 02, 1998",170,Non-WARN,,,3 - Workforce Investment Area III,,1,https://www.kansasworks.com/search/warn_lookups/1
Krause Corp.,"Oct 30, 1998",20,Non-WARN,,,1 - Workforce Investment Area I,,5,https://www.kansasworks.com/search/warn_lookups/5
Lowen Corporation,"Oct 30, 1998",20,Non-WARN,,,1 - Workforce Investment Area I,,8,https://www.kansasworks.com/search/warn_lookups/8
Mega Mfg.,"Oct 30, 1998",12,Non-WARN,,,1 - Workforce Investment Area I,,9,https://www.kansasworks.com/search/warn_lookups/9
Invalco Inc.,"Oct 30, 1998",36,WARN,,,1 - Workforce Investment Area I,,12,https://www.kansasworks.com/search/warn_lookups/12
Eaton Corp.,"Oct 27, 1998",,Non-WARN,,,1 - Workforce Investment Area I,,13,https://www.kansasworks.com/search/warn_lookups/13
IRE International,"Oct 30, 1998",63,WARN,,,4 - Workforce Investment Area IV,,15,https://www.kansasworks.com/search/warn_lookups/15
Wichita Wire,"Nov 06, 1998",37,Non-WARN,,,4 - Workforce Investment Area IV,,16,https://www.kansasworks.com/search/warn_lookups/16
Oakleaf Lodge,"Nov 13, 1998",39,Non-WARN,,,5 - Workforce Investment Area V,,17,https://www.kansasworks.com/search/warn_lookups/17
Genco Return Center,"Oct 30, 1998",18,Non-WARN,,,1 - Workforce Investment Area I,,18,https://www.kansasworks.com/search/warn_lookups/18
TriStar,"Oct 15, 1998",0,WARN,,,4 - Workforce Investment Area IV,,21,https://www.kansasworks.com/search/warn_lookups/21
Shoney's Distribution Center,"Oct 21, 1998",70,WARN,,,4 - Workforce Investment Area IV,,23,https://www.kansasworks.com/search/warn_lookups/23
Menninger Foundation,"Oct 28, 1998",,Non-WARN,,,2 - Workforce Investment Area II,,26,https://www.kansasworks.com/search/warn_lookups/26
Boeing Commercial Airplane Group,"Nov 30, 1998",16,WARN,,,4 - Workforce Investment Area IV,,27,https://www.kansasworks.com/search/warn_lookups/27
Boeing Co.,"Nov 30, 1998",98,WARN,,,4 - Workforce Investment Area IV,,30,https://www.kansasworks.com/search/warn_lookups/30
Boeing Co.,"Nov 30, 1998",404,WARN,,,4 - Workforce Investment Area IV,,31,https://www.kansasworks.com/search/warn_lookups/31
WIBW TV,"Nov 12, 1998",,Non-WARN,,,2 - Workforce Investment Area II,,33,https://www.kansasworks.com/search/warn_lookups/33
Avery Dennison,"Nov 02, 1998",32,Non-WARN,,,4 - Workforce Investment Area IV,,34,https://www.kansasworks.com/search/warn_lookups/34
Smith Fiberglass,"Nov 24, 1998",60,Non-WARN,,,4 - Workforce Investment Area IV,,35,https://www.kansasworks.com/search/warn_lookups/35
Boeing Co.,"Nov 30, 1998",236,WARN,,,4 - Workforce Investment Area IV,,37,https://www.kansasworks.com/search/warn_lookups/37
Boeing Co.,"Nov 30, 1998",,WARN,,,4 - Workforce Investment Area IV,,40,https://www.kansasworks.com/search/warn_lookups/40
Boeing Co.,"Nov 30, 1998",407,WARN,,,4 - Workforce Investment Area IV,,41,https://www.kansasworks.com/search/warn_lookups/41
Boeing Co.,"Nov 30, 1998",281,WARN,,,4 - Workforce Investment Area IV,,44,https://www.kansasworks.com/search/warn_lookups/44
Boeing Co.,"Nov 30, 1998",249,WARN,,,4 - Workforce Investment Area IV,,45,https://www.kansasworks.com/search/warn_lookups/45
Diamond Shamrock,"Nov 30, 1998",,Non-WARN,,,4 - Workforce Investment Area IV,,49,https://www.kansasworks.com/search/warn_lookups/49
Waymier's IGA,"Dec 04, 1998",25,Non-WARN,,,3 - Workforce Investment Area III,,50,https://www.kansasworks.com/search/warn_lookups/50
Emerson Electric,"Dec 15, 1998",320,Non-WARN,,,5 - Workforce Investment Area V,,52,https://www.kansasworks.com/search/warn_lookups/52
Stanley-Goldblatt Tools,"Nov 18, 1998",,WARN,,,3 - Workforce Investment Area III,,53,https://www.kansasworks.com/search/warn_lookups/53
American Management Associates,"Dec 07, 1998",12,Non-WARN,,,3 - Workforce Investment Area III,,59,https://www.kansasworks.com/search/warn_lookups/59
Carlisle Syntec Inc.,"Nov 02, 1998",9,Non-WARN,,,1 - Workforce Investment Area I,,62,https://www.kansasworks.com/search/warn_lookups/62
National Garment Company,"Oct 19, 1998",187,WARN,,,5 - Workforce Investment Area V,,217,https://www.kansasworks.com/search/warn_lookups/217
Laport-Inspec,"Oct 29, 1998",,Non-WARN,,,5 - Workforce Investment Area V,,218,https://www.kansasworks.com/search/warn_lookups/218
Nash Finch (Wholesale Foods),"Sep 22, 1998",0,Non-WARN,,,1 - Workforce Investment Area I,,234,https://www.kansasworks.com/search/warn_lookups/234
Mallinckrodt,"Jul 03, 1998",86,Non-WARN,,,3 - Workforce Investment Area III,,235,https://www.kansasworks.com/search/warn_lookups/235
School Specialties,"Sep 22, 1998",15,Non-WARN,,,1 - Workforce Investment Area I,,239,https://www.kansasworks.com/search/warn_lookups/239
Bottenfields Inc Beauty Supply (Warehouse),"Sep 16, 1998",9,Non-WARN,,,5 - Workforce Investment Area V,,240,https://www.kansasworks.com/search/warn_lookups/240
Standard Motor Products,"Jul 06, 1998",60,Non-WARN,,,3 - Workforce Investment Area III,,242,https://www.kansasworks.com/search/warn_lookups/242
Louisiana Pacific,"Jun 10, 1998",15,Non-WARN,,,1 - Workforce Investment Area I,,243,https://www.kansasworks.com/search/warn_lookups/243
Bottenfields Beauty Supply,"Jul 24, 1998",,Non-WARN,,,5 - Workforce Investment Area V,,246,https://www.kansasworks.com/search/warn_lookups/246
Sunflower Roofing Ind. Inc.,"Sep 18, 1998",,Non-WARN,,,4 - Workforce Investment Area IV,,247,https://www.kansasworks.com/search/warn_lookups/247
Nellcor Puritan Bennet,"Sep 22, 1998",21,Non-WARN,,,3 - Workforce Investment Area III,,248,https://www.kansasworks.com/search/warn_lookups/248
KS Adjutant General's Office,"Jul 31, 1998",5,Non-WARN,,,,,251,https://www.kansasworks.com/search/warn_lookups/251
Thomas and Betts,"Oct 06, 1998",0,WARN,,,4 - Workforce Investment Area IV,,256,https://www.kansasworks.com/search/warn_lookups/256
Z - International,"Oct 14, 1998",,Non-WARN,,,5 - Workforce Investment Area V,,257,https://www.kansasworks.com/search/warn_lookups/257
Prarie Hills Health Care,"Aug 04, 1998",15,Non-WARN,,,5 - Workforce Investment Area V,,259,https://www.kansasworks.com/search/warn_lookups/259
AMPI,"Aug 04, 1998",80,WARN,,,1 - Workforce Investment Area I,,260,https://www.kansasworks.com/search/warn_lookups/260
American States Insurance,"Aug 04, 1998",300,Non-WARN,,,5 - Workforce Investment Area V,,262,https://www.kansasworks.com/search/warn_lookups/262
